mesh_id,mesh_term,Cardiology,Dermatology,Endocrinology,GI Hepatology,Immuno Rheumatology,Infectious Diseases,Nephrology,Neurology,Psych General,Oncology,Otolaryngology,Pulmonary Medicine,Reproductive Medicine,Psych Specific,Hepatology Specific
C04.588.274.476.308,Gastrointestinal Stromal Tumors,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
G06.590.110.805,"Transformation, Bacterial",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.360,Hemadsorption,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G06.590.470,Host-Pathogen Interactions,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.470.400,Immune Evasion,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G06.590.580,Microbial Interactions,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.580.050,Antibiosis,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.580.700,Quorum Sensing,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.580.800,Symbiosis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G06.590.620,Nitrogen Fixation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G06.590.875,Virus Physiological Processes,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.040,Antibody-Dependent Enhancement,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G06.590.875.210,"Cell Transformation, Viral",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.380,"Hemagglutination, Viral",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.710,Viral Interference,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.712,Viral Tropism,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.730,Virus Inactivation,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.750,Virus Integration,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.750.500,Lysogeny,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G06.590.875.776,Virus Release,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.780,Virus Replication,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.780.940,Virus Activation,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.590.875.780.950,Virus Assembly,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920,Virus Physiological Phenomena,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.190,"Cytopathogenic Effect, Viral",N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N
G06.920.225,"Drug Resistance, Viral",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.850,Viral Load,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875,Virus Physiological Processes,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.040,Antibody-Dependent Enhancement,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G06.920.875.210,"Cell Transformation, Viral",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.710,Viral Interference,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.712,Viral Tropism,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.715,Virus Attachment,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.730,Virus Inactivation,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.750.500,Lysogeny,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G06.920.875.755,Virus Internalization,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.776,Virus Release,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.780,Virus Replication,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.780.940,Virus Activation,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.875.780.950,Virus Assembly,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.920.900,Virus Latency,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G06.930,Virulence,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G07,Physiological Phenomena,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.100,Body Constitution,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.049,Body Composition,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.049.134,Body Fat Distribution,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.049.134.500,Adiposity,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.100.160,Body Size,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.100.160.100,Body Height,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.100.160.100.500,Crown-Rump Length,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
G07.100.100.160.120.300,Fetal Weight,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
G07.100.100.160.120.699,Overweight,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.100.160.120.699.500,Obesity,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.100.160.120.699.500.500,"Obesity, Morbid",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.100.160.120.828,Thinness,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.100.660,Organ Size,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.100.803,Skinfold Thickness,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.100.100.960,Waist-Hip Ratio,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.110,Body Temperature,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.110.232,Body Temperature Regulation,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.110.232.450,Hibernation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.110.232.778.500,Shivering,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.110.753,Skin Temperature,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.180,Chronobiology Phenomena,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.180.562.190,Circadian Rhythm,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.180.562.190.025,Activity Cycles,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.225,"Dose-Response Relationship, Radiation",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.265.337,Electrophysiological Processes,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.265.337.249,Galvanic Skin Response,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.265.337.600.770,"Refractory Period, Electrophysiological",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.337.615,Neural Inhibition,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.337.615.500,Inhibitory Postsynaptic Potentials,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.337.620,Neuroimmunomodulation,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.337.900.750.199,Excitatory Postsynaptic Potentials,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.337.900.750.400,Inhibitory Postsynaptic Potentials,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.337.900.750.560,Miniature Postsynaptic Potentials,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.500,Evoked Potentials,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.500.350,"Event-Related Potentials, P300",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.500.370,"Evoked Potentials, Auditory",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.500.400,"Evoked Potentials, Somatosensory",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.750.550,"Membrane Potential, Mitochondrial",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.265.750.775,"Myoelectric Complex, Migrating",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G07.265.750.887,Synaptic Potentials,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.750.887.249,Excitatory Postsynaptic Potentials,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.750.887.500,Miniature Postsynaptic Potentials,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.265.760,"Refractory Period, Electrophysiological",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G07.280,Fetal Viability,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
G07.610.161,Animal Nutritional Physiological Phenomena,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.610.220,Child Nutritional Physiological Phenomena,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.610.220.060,Adolescent Nutritional Physiological Phenomena,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.610.220.500.249,Bottle Feeding,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
G07.610.220.500.500,Breast Feeding,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
G07.610.220.500.750,Weaning,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.610.240.245,"Diet, Carbohydrate-Restricted",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.610.240.250,Diet Fads,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G07.610.240.270,"Diet, Mediterranean",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C04.588.614.300,Cranial Nerve Neoplasms,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
C04.588.614.550,"Paraneoplastic Syndromes, Nervous System",N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.550.600,Opsoclonus-Myoclonus Syndrome,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.596.240,Cranial Nerve Neoplasms,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
C04.588.614.596.240.015,"Neuroma, Acoustic",N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.805.578,Sebaceous Gland Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.805.578.500,Muir-Torre Syndrome,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.842,Splenic Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894,Thoracic Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.797,Respiratory Tract Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.797.520,Lung Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.797.520.237,Multiple Pulmonary Nodules,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N
C04.588.894.797.520.966,Solitary Pulmonary Nodule,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N
C04.588.894.797.760,Tracheal Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.894.949,Thymus Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.418.365,Fallopian Tube Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.651.600,Multiple Endocrine Neoplasia,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.666,"Neoplasms, Post-Traumatic",N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.682,"Neoplasms, Radiation-Induced",N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.697.045,Anaplasia,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.697.152,"Cell Transformation, Neoplastic",N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.697.645.500,Leukemic Infiltration,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.697.650,Neoplasm Metastasis,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.697.650.895,"Neoplasms, Unknown Primary",N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.700,"Neoplastic Syndromes, Hereditary",N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.700.100,Adenomatous Polyposis Coli,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.700.250.500.500,Muir-Torre Syndrome,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.700.305,Dysplastic Nevus Syndrome,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.700.630.500,Multiple Endocrine Neoplasia Type 1,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.700.635.220,Denys-Drash Syndrome,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.700.635.950,WAGR Syndrome,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.700.705,Peutz-Jeghers Syndrome,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.730,Paraneoplastic Syndromes,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.730.856.225,Lambert-Eaton Myasthenic Syndrome,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.730.856.650,Paraneoplastic Cerebellar Degeneration,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.834.450,"Keratosis, Actinic",N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.834.512,Leukoplakia,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.834.567,Lymphomatoid Granulomatosis,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.834.867,Xeroderma Pigmentosum,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.850,"Pregnancy Complications, Neoplastic",N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.850.908.416.750.500,"Hydatidiform Mole, Invasive",N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
C04.925.313,Epstein-Barr Virus Infections,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N
C04.925.744,Warts,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C04.925.744.500,Epidermodysplasia Verruciformis,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C05.116.070.265,"Bone Cysts, Aneurysmal",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C05.116.099,"Bone Diseases, Developmental",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C05.116.099.343.110,Achondroplasia,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C05.116.099.343.250,Cockayne Syndrome,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C05.116.099.343.914,Thanatophoric Dysplasia,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C05.116.099.370.231,Craniofacial Dysostosis,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
C05.116.099.370.231.576.410,Goldenhar Syndrome,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C05.116.099.370.652,Orofaciodigital Syndromes,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
C01.252.954,"Vaginosis, Bacterial",N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.395.500,Central Nervous System Bacterial Infections,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C01.539.100,"Arthritis, Infectious",N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N
C01.539.100.500,"Arthritis, Reactive",N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
C01.539.757,Sepsis,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.539.757.100,Bacteremia,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.539.757.100.275,Endotoxemia,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.539.778,Sexually Transmitted Diseases,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.778.281.301.490,Lymphogranuloma Venereum,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.778.281.401,Gonorrhea,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.800.200,Dermatomycoses,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.200.055,Blastomycosis,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.200.500,Mycetoma,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.200.600,Paracoccidioidomycosis,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.200.720.730.740,Tinea Favosa,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.200.720.760,Tinea Pedis,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.720.150,"Angiomatosis, Bacillary",N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.720.210,Ecthyma,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.720.420,Hidradenitis Suppurativa,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.720.557,Mycetoma,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.720.770.270.200,Carbuncle,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.720.770.360,Impetigo,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.800.720.820.260,Erythema Induratum,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.830,Suppuration,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.830.025,Abscess,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.830.025.020.455.460,"Liver Abscess, Amebic",N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y
C01.539.830.025.160.800,"Toxoplasmosis, Cerebral",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C01.539.830.025.325,Epidural Abscess,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C01.539.830.025.700,Psoas Abscess,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.830.025.780,Retropharyngeal Abscess,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N
C01.539.830.305.330,"Empyema, Subdural",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C01.539.830.499,Hidradenitis Suppurativa,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.861,Toxemia,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N
C01.539.861.375,Endotoxemia,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.539.895.775,Schistosomiasis haematobia,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.947,Wound Infection,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.703.078.074,"Aspergillosis, Allergic Bronchopulmonary",N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.703.160.170,"Candidiasis, Cutaneous",N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.703.160.180,"Candidiasis, Oral",N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.703.181.500.500,"Meningitis, Cryptococcal",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C01.703.295,Dermatomycoses,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.703.295.055,Blastomycosis,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.703.295.522,Mycetoma,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.703.295.600,Paracoccidioidomycosis,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.703.295.872.541,Tinea Capitis,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.703.295.872.541.500,Tinea Favosa,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.703.343.900.350,Endophthalmitis,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.182.500.300.300.300,"Encephalitis, St. Louis",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.182.500.300.400,"Encephalitis, Varicella Zoster",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.182.500.300.450.300,"Encephalomyelitis, Western Equine",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.182.550.500,Lymphocytic Choriomeningitis,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.182.550.600,"Meningitis, Aseptic",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.182.600.700.800,Postpoliomyelitis Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C02.256.076,Adenoviridae Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.076.045,"Adenovirus Infections, Human",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.430.400,Hepatitis B,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y
C02.256.430.400.100,"Hepatitis B, Chronic",N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y
C02.256.466.245.150,Cytomegalovirus Retinitis,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.466.262,"Encephalitis, Herpes Simplex",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.256.466.382,Herpes Simplex,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C02.256.466.382.290,Herpes Genitalis,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C02.256.466.382.465.450,"Keratitis, Dendritic",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.466.423.466,Herpes Zoster Ophthalmicus,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.466.606,Malignant Catarrh,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.466.650,Marek Disease,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.466.860,"Sarcoma, Kaposi",N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N
C02.256.650,Papillomavirus Infections,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.700.091,Aleutian Mink Disease,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.700.300,Erythema Infectiosum,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.743,Poxviridae Infections,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.743.175,Cowpox,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.743.494,Lumpy Skin Disease,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.743.611,Molluscum Contagiosum,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.256.743.929,Vaccinia,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.290,"Encephalitis, Viral",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.290.310.406,"Encephalitis, St. Louis",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.290.310.530,"Encephalitis, Tick-Borne",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.290.450.200,"Encephalomyelitis, Eastern Equine",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.290.700,Subacute Sclerosing Panencephalitis,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.325.270,Cytomegalovirus Retinitis,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.325.450,Herpes Zoster Ophthalmicus,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.407.432,"Hepatitis, Infectious Canine",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.407.810,Rift Valley Fever,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N
C02.440.435.100,"Hepatitis B, Chronic",N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y
C02.440.450,Hepatitis D,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y
C02.440.450.100,"Hepatitis D, Chronic",N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y
C02.587.600,"Meningitis, Aseptic",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.597,Opportunistic Infections,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.417.475,Kyasanur Forest Disease,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.417.505,Lassa Fever,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.455,Hepatitis E,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y
C02.782.580,Mononegavirales Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.580.250.500,Marburg Virus Disease,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.580.600,Paramyxoviridae Infections,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.580.600.500.285,Distemper,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.580.600.500.500,Measles,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.580.600.600.648,"Pasteurellosis, Pneumonic",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.580.600.680,Rubulavirus Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.580.830.450,"Hemorrhagic Septicemia, Viral",N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.600.100,Arterivirus Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.600.100.700,Porcine Reproductive and Respiratory Syndrome,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.600.550.200.750,Severe Acute Respiratory Syndrome,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.687,Picornaviridae Infections,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.687.150,Cardiovirus Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.687.359.213.165,"Conjunctivitis, Acute Hemorrhagic",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.687.359.347,Echovirus Infections,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.687.359.456,"Encephalomyelitis, Enzootic Porcine",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.687.484,Foot-and-Mouth Disease,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.791,Reoviridae Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.815,Retroviridae Infections,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.815.096,Avian Leukosis,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.815.200.470.710,"Paraparesis, Tropical Spastic",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.782.815.616.350,Feline Acquired Immunodeficiency Syndrome,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C02.782.815.616.400.070,AIDS Dementia Complex,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C02.782.815.616.400.400,HIV-Associated Lipodystrophy Syndrome,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N
